folder,file_path,text,status,source
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClqzHvXuaWp,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClqzHvXuaWp\2022-12-02_14-21-51_UTC_8.jpg,"Quer fazer diferente?
Acredite em você.
Aposte em você.
O seu papel é criar.
| al
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClqzHvXuaWp,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClqzHvXuaWp\2022-12-02_14-21-51_UTC_9.jpg,"Dê o primeiro passo.
Trocar com o mundo vai te conectar
por afinidade com muitas pessoas.
Essas pessoas vão te ajudar, confia!
O seu florescimento atrai a energia
que você precisa para crescer.
al
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClUgTmxr9cb,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClUgTmxr9cb\2022-11-23_22-35-05_UTC.jpg,"Es |
PU nei NA
= : É '
-
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_1.jpg,"O auge da sofisticação

é a simplicidade

É aproveitar a pesca

mesmo sem pescar

um peixe toda vez
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_10.jpg,"O resto do texto continua na
legenda.
Gostou do post e acredita que
ele pode ajudar mais
pessoas?
Salva e compartilha.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_2.jpg,"Você não precisa que o seu vídeo

viralize da noite para o dia.

Não precisa de cem mil seguidores

em um mês no seu novo perfil.

Não precisa aumentar em dez vezes

a receita da sua nova empresa.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_3.jpg,"Hoje, vivemos em mundo de
gratificação instantânea.
Pipoca em dois minutos.
Uma série inteira do Netflix
em uma sexta-feira.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_4.jpg,"Em uma compra on-line, recebemos
um novo acessório no mesmo dia.
Por um aplicativo, em menos de uma
hora temos qualquer comida na mesa.
No entanto, essa gratificação também
cria gatilhos e problemas.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_5.jpg,"Nos acostumamos a pressionar um

botão e receber uma recompensa.

Assim, você prepara o seu cérebro

para sempre esperar o mesmo

tipo de sucesso instantâneo.

Na vida pessoal e profissional.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_6.jpg,"Liga para um cliente em potencial?

Espera marcar uma reunião instantânea.

Envia uma mensagem?

Aguarda uma pronta resposta.

Começa uma carreira nova?

Anseia por uma promoção rápida.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_7.jpg,"Quando você espera retorno imediato,

você se comporta de maneira agressiva.

Você envia dez mensagens para um

amigo ou um familiar no mesmo dia.

Você não aceita um não como resposta.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_8.jpg,"O problema?

Quando os outros se sentem

pressionados, eles se afastam.

Quando você não obtém retorno,

você fica nervoso.

Isso te deixa exausto pois a sua

expectativa é sempre alta.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-ClZcZtXuXit\2022-11-25_20-36-15_UTC_9.jpg,"Você leva para o lado pessoal.
Você acha que o problema está
contigo e não com o outro.
Você se frustra.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm42oyuuZ_7,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm42oyuuZ_7\2023-01-01_21-58-40_UTC.jpg,"gate”
á à À .
- É
á Ê ,
E =» | ” t | » “id ni
sd ea ""
+ X
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq\2023-01-02_21-53-04_UTC_1.jpg,"Os seus colegas nem sempre vão

lembrar das suas habilidades

técnicas

Mas nunca vão esquecer de como

você os fez sentir no trabalho
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq\2023-01-02_21-53-04_UTC_2.jpg,"Você não fez um super trabalho se

ninguém sabe que foi você que fez.

É seu dever comunicar o seu impacto e

fazer as pessoas tomarem conhecimento.

O seu trabalho é o seu produto.

Advogar por ele é promover você.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq\2023-01-02_21-53-04_UTC_3.jpg,"O objetivo da sua empresa é torná-lo
valioso para ela.
O seu é tornar-se valioso para o mundo.
É seu dever garantir que esses dois
objetivos estejam alinhados.
Se você não está aprendendo e/ou
ganhando dinheiro com o seu trabalho,
é hora de encontrar outro.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq\2023-01-02_21-53-04_UTC_4.jpg,"Durante a juventude, você encara a escola

e os estudos praticamente sozinho.

Já a sua carreira é uma jornada onde você

tem que cooperar com outras pessoas.

Elas nem sempre vão Lembrar das suas

habilidades técnicas.

Mas nunca vão esquecer de como você as

fez sentir enquanto estiveram juntos.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq\2023-01-02_21-53-04_UTC_5.jpg,"Hoje, a especialização é superestimada.

Já a generalização, subestimada.

Wozniak sobre Steve Jobs, da Apple:

""Ele não conhecia tecnologia.”

“Ele nunca projetou nada.”

Então, como Jobs teve sucesso?
Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq\2023-01-02_21-53-04_UTC_6.jpg,"“Em um mundo obcecado por especialização
o seu poder era gostar de tudo um pouco.”
“O seu maior talento era conectar as pontas.”
Muitas pessoas gostam de coisas diferentes.
Infelizmente, são chamadas de desfocadas.
Hoje, fazem mais coisas e ganham mais.
Lembre-se, você pode tudo!

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cm7bZrcLwiq\2023-01-02_21-53-04_UTC_7.jpg,"Espero que o texto te ajude.
Conhece alguém que pode
se beneficiar com essa
mensagem?
Salva e encaminha.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf\2022-12-20_23-40-18_UTC_1.jpg,"Não é o seu papel salvar todo

mundo o tempo todo

É sobre ditar o seu estado mental

sem permitir que a vibe pesada

de alguém te afete

Esse é um sinal de poder
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf\2022-12-20_23-40-18_UTC_2.jpg,"Você consegue dizer quando uma
pessoa te transmite a própria raiva
mal processada.
Muitas costumam compartilhar as
suas próprias confusões pessoais.
Mesmo que você não tenha nada a
ver com aquilo.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf\2022-12-20_23-40-18_UTC_3.jpg,"As emoções tendem a se propagar.

A raiva alimenta mais raiva.

A alegria desperta mais alegria.

Quando você percebe que alguém

está preso em um ciclo de agitação,

ajude ou afaste-se e siga em frente.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf\2022-12-20_23-40-18_UTC_4.jpg,"Você pode ter compaixão por alguém

sem se deixar levar pela sua

energia caótica.

Ser capaz de ditar o seu estado mental

sem permitir que a vibe alheia te afete

é um sinal de poder.

Mesmo que alguém te convide para se

estressar, você não precisa aceitar.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf\2022-12-20_23-40-18_UTC_5.jpg,"Ser capaz de agir com maestria no
meio de pessoas turbulentas é
uma super habilidade.
Certamente existem momentos
em que você pode ajudá-las,
mas não toda hora.
Em qualquer situação, o seu papel
é fazer o bem e o que é bom
para a sua saúde mental.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf\2022-12-20_23-40-18_UTC_6.jpg,"Não se prenda ao padrão de salvador.
Não aceite o mal pelas circunstâncias.
Ajude quando puder.
Mas não seja sempre um apoio.
Você pode se afogar.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf\2022-12-20_23-40-18_UTC_7.jpg,"Não é o seu papel salvar todo mundo
o tempo inteiro.
Encontrar esse equilíbrio será único
na sua vida e na sua capacidade
emocional.
É sobre curar as próprias feridas e
mostrar para o mundo como
fazer o mesmo.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmaJVoguBZf\2022-12-20_23-40-18_UTC_8.jpg,"Gostou do texto”?

Conhece alguém que pode

gostar dessa mensagem?

Curta, salva e encaminha.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmC1_SPJ9-7,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmC1_SPJ9-7\2022-12-11_22-35-09_UTC.jpg,"pes
E
A ' PP.
/
mM ai 4
, ses
 R
)
| mm 4 |]
v É Mio sa 4
Sm “ER j
fi ? N Aa ! É
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmevT3Wr9Jl,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmevT3Wr9Jl\2022-12-22_18-30-16_UTC.jpg,"e q
ame g- ms
a ai, N
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_1.jpg,"Você não é para todo mundo

Não invista tempo e atenção

em quem não investe de volta

Você é sempre o prêmio
Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_2.jpg,"Você sente quando alguém se afasta?

Ela para de retornar as ligações.

Ela não responde as suas mensagens.

O que você faz?

Como a maioria, se esforça ainda mais.
Empizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_3.jpg,"Você vincula a sua autoestima ao
resultado.
Você força a barra para reverter a
situação:
* Liga mais vezes
« Manda mais mensagens
* Envia um presente
(Empizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_4.jpg,"Quando não consegue uma resposta,
você se sente rejeitado.
O problema?
Quanto mais você tenta, mais a
pessoa se afasta.
Ninguém gosta de ser pressionado.
Eu, você e ninguém.

Empizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_5.jpg,"A saída”?

Desapegar.

Você não controla os outros.

Concentrar-se no que você não

controla é uma receita para se

sentir ansioso o tempo todo.
Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_6.jpg,"Quando alguém se afastar, respire.
Pausar abaixa o volume interno.
Envie uma mensagem curta.
Dê à pessoa uma saída.

(Empizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_7.jpg,"Às vezes, é preciso seguir em frente.

Não porque você quer.

Mas porque o outro indica.

Seguir em frente significa perder

algumas relações e tá tudo bem.
Empizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_8.jpg,"Você não é para todo mundo.

Não invista tempo e atenção

em quem não investe de volta.

Você é sempre o prêmio.
Empizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CmPNdegO-5Y\2022-12-16_17-44-41_UTC_9.jpg,"Espero que o texto te ajude.
Conhece alguém que pode
se beneficiar com essa
mensagem?
Salva e encaminha.

(Gmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cmr3QAoAibv,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-Cmr3QAoAibv\2022-12-27_21-06-57_UTC.jpg,"7 9,
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CMx0g4WJsqg,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CMx0g4WJsqg\2021-03-23_22-43-51_UTC.jpg,"MA blck.
é Conselheiro e Mentor
ME A
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_1.jpg,"Dizer para os outros o que fazer, no

subconsciente, é dizer que você está

certo e que os outros estão errados

O ego não gosta disso

Em um mundo onde o medo impera,

um elo de confiança é peça chave
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_10.jpg,"Entenda e aconselhe os outros da
mesma forma que você gostaria de
ser compreendido e orientado.
Você não pode fazer isso através
de uma abordagem tradicional.
É preciso desconstruir.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_2.jpg,"Eu controlo o meu dia.
Eu controlo o que vou fazer.
Eu controlo o meu comportamento.
Da mesma forma, passei a maior parte da
minha vida tentando controlar os meus
relacionamentos.
Controlando as escolhas.
Controlando o que fazíamos.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_3.jpg,"Uma vida tradicional é enraizada em controle.

Porque no fundo é sobre medo.

Medo de mudar.

Medo de perder.

O problema é o “controle”.

Sempre que alguém pressiona a nossa

liberdade de escolha, criamos resistência.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_4.jpg,"Essa resistência é uma reação natural
quando nos sentimos pressionados.
Manipular não é legal e nem saudável.
Quando você tenta fiscalizar o quanto
uma pessoa fuma, ela fuma ainda
mais.
As pessoas tendem ir mais fundo
quando você lhes diz o que fazer.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_5.jpg,"Dizer para os outros o que fazer, no

subconsciente, é dizer que você está

certo e que os outros estão errados.

O ego não gosta disso.

Existe uma diferença entre controlar

o outro e estimulá-lo a refletir.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_6.jpg,"Dizer para alguém o que fazer soa como:
“Você é muito jovem e tá fumando demais.”
“Pare de fumar agora, isso não te faz bem.”
Já perguntar e incentivar uma reflexão soa tipo:
“Eu entendo o que você tá passando, pois já
tive a sua idade.”
“Você fuma por que os seus amigos fumam?”
“Eu to aqui quando precisar.”

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_7.jpg,"A segunda abordagem obviamente

constrói mais confiança e entendimento.

Por quê?

Na primeira, a pessoa está impondo o

seu ponto de vista e é bem provável

que o jovem recue.

Jovens são rebeldes.

Ninguém gosta de se sentir controlado.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_8.jpg,"A segunda abordagem aproxima.
A pessoa busca entender, existe empatia.
Ela ilumina uma questão e inicia uma
conversa para que o jovem sinta-se apoiado
para decidir por si próprio.
Nessa abordagem, o jovem tem o controle.
Ele sabe que pode confiar.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnDP5fauJ_0\2023-01-05_22-46-29_UTC_9.jpg,"Por que a confiança é importante”?

Pois em um mundo onde o medo e

o controle imperam, um elo de

confiança é peça chave.

A solução?

Não crie resistência, junte-se à ela.

Troque controle por conselho.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t\2023-01-08_18-40-27_UTC_1.jpg,"Objetivos, todos temos
Sistemas, poucos têm
Você precisa se apaixonar pela
construção de uma identidade
Sucesso é fruto da paixão que
você coloca na vida

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t\2023-01-08_18-40-27_UTC_2.jpg,"Tenho lido muitas postagens sobre
os sonhos e as metas de muitas
pessoas para O ano novo.
Toda semana, escuto coisas do tipo:
“Começo com boas intenções, mas
não consigo manter a consistência.""
É difícil manter o foco.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t\2023-01-08_18-40-27_UTC_3.jpg,"Um exemplo?

Começar um projeto.

Você trabalha nele e em pouco tempo o
foco se perde e você tenta outra coisa.
Daí, o ciclo se repete e você dá início a
uma terceira ideia.

Repare quantas vezes você parou,
começou e acabou sem progresso.
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t\2023-01-08_18-40-27_UTC_4.jpg,"A capacidade de fazer o trabalho quando
não é fácil é o que separa os obstinados.
Essa é a principal diferença entre os
profissionais e os amadores.

Qualquer um pode trabalhar duro quando se
sente inspirado e motivado.

Mas e quando você está entediado?
Quando o trabalho não é fácil?

Quando você não está vendo os resultados?
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t\2023-01-08_18-40-27_UTC_5.jpg,"Você estaria disposto a trabalhar no
modo silencioso por dez anos?

A capacidade de executar mesmo em
tempos difíceis é o que faz a diferença.
Observe uma pessoa que está
avançando de forma consistente.

Não são os resultados que a tornam
uma pessoa de sucesso.

É o seu compromisso com o processo.
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t\2023-01-08_18-40-27_UTC_6.jpg,"Ela se apaixona pela prática diária e não

pelos eventos pontuais.

Quer se tornar melhor em alguma coisa?

É preciso se apaixonar por um sistema.

É necessário se apaixonar pela construção

de uma identidade.

Não apenas sonhar com os resultados.
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t\2023-01-08_18-40-27_UTC_7.jpg,"Objetivos, todos nós temos.
Sistemas, poucos têm.
Apaixone-se pelo tédio.
Apaixone-se pela repetição.
Apaixone-se pelo processo.
Sucesso é fruto da paixão que
você coloca na vida
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnKiIJPu6_t\2023-01-08_18-40-27_UTC_8.jpg,"Espero que esse texto te conforte.
Dê um like e favorita.
Conhece alguém precisa ler isso”?
Compartilhe.

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnksSJQszXQ,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CnksSJQszXQ\2023-01-18_22-30-06_UTC.jpg,"| "" EU
fA |
e.
| pe||
, Ai Eu, 7 |
y s "" AM um á do '
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CoDjJTTJZp2,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CoDjJTTJZp2\2023-01-30_22-10-47_UTC.jpg,"À j
Wi
PARA sd |
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s\2023-02-14_15-42-16_UTC_1.jpg,"Em 2028, várias maneiras de
apoiar a sua evolução
Espero que o texto a seguir te
ajude e que sirva de combustível
Você é um universo em expansão
Você é suficiente

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s\2023-02-14_15-42-16_UTC_2.jpg,"Em 20283, várias maneiras de

apoiar a sua evolução:

* Leia mais

* Escreva todo dia

*« Medite

* Diga não muito mais que sim
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s\2023-02-14_15-42-16_UTC_3.jpg,"* Seja um comunicador mais articulado
* Construa uma rede que te faça bem
* Priorize as suas paixões
* Conecte-se com quem te celebra,
te escuta e te ajuda
* Lembre-se que descansar te traz
para o centro

(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s\2023-02-14_15-42-16_UTC_4.jpg,"* Não deixe o seu passado controlar o

seu presente

* Use o seu tempo para criar

* Desapegue de competir e seja você

mesmo

* Não seja liderado pelas emoções

* Se um lugar não te faz bem, não fique
(Qmpizzato
",Extraído,Imagem
C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s,C:\Users\user\PycharmProjects\pizzato_web\postagens_mpizza\-CopfJciuP5s\2023-02-14_15-42-16_UTC_5.jpg,"* Para de cuidar de tudo e todos, cuide

de você

* Não viva uma vida para os outros

* Preste atenção na direção do seu

coração

* Você não é para todo mundo

* Seja gentil com você e com os outros
(Qmpizzato
",Extraído,Imagem
