display_url,caption,likes,comments,date,owner_username,Categoria
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/419513578_1171801390865398_8467874909993115672_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2AHQ-0zUSmqu2YS9mdPKzYKRYuprrV7iyBN8ZjwAG3AWpxn-RNDJMKJusD-oAfidH-4&_nc_ohc=elthBc6D-8AQ7kNvgHfAJe7&_nc_gid=ee91fa6b595349c39aa0d932cf488d8d&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYA-mhedL8jEso2Jbj69pP3l0383bO7RlK7ub2jZidfBpQ&oe=67B9B0F1&_nc_sid=d885a2,"Cada um de nós carrega uma história única, mas o seu passado não define seu futuro.

Sabe aquelas experiências que nos fizeram sentir mal?

Elas estão prontas para serem ressignificadas.

O primeiro passo é abraçar a dor, sentir cada parte dela, e transformá-la.

Lembre-se, ser vulnerável não é uma fraqueza; é a chave para uma transformação profunda.

Encarar o desconhecido em busca de algo melhor é mais valioso do que permanecer no conforto do que é familiar, mas insatisfatório.

Lutar por um estilo de vida que reflete nossos verdadeiros valores vai além de nós mesmos.

É sobre o impacto que desejamos ter no mundo.

Você tem o poder de reescrever sua história.

Com coragem e convicção, transforme os desafios em oportunidades, recicle dor em amor e crie um futuro mais autêntico.

Cada decisão sua tomada é um reflexo de quem você é; um eco da sua verdadeira essência.",2002,49,"2024-01-15T18:33:47,000",mpizzato,Autoconhecimento
https://instagram.fstu2-1.fna.fbcdn.net/v/t39.30808-6/421581980_18407513440008525_7221346713714903219_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2AE3JkgKIXMXLDc4JMD5KbATSIQE-SHpo3vzqa8MEki1PJlbrap4Llj8zAcvQI93IoA&_nc_ohc=ok71zRF9gEYQ7kNvgHSyeTX&_nc_gid=c25f28a5e52e4b1aa6b9aeb025ffa0dc&edm=ANTKIIoAAAAA&ccb=7-5&oh=00_AYCjTLwQe-duqPooEG5EYsa7phloF593D-vV9a3S5qCS1g&oe=67B9BB97&_nc_sid=d885a2,"12 Reflexões Sobre Desapego.

Abaixo, as outras 4 ✨

9. Discussão:

Discussões raramente são produtivas.

Mesmo que você esteja certo, você fere os sentimentos dos outros ao longo do caminho.

Escolher a paz é sempre mais sábio.

Quando foi a última vez que você escolheu a paz?

10. Conforto:

O crescimento verdadeiro acontece na incerteza.

Abrace o desconhecido; evite estagnar.

Você se desafia a sair da zona de conforto?

11. Dinheiro:

Riqueza não é sobre ter muito, mas sobre ter o suficiente para ser livre.

Liberdade é o fim; dinheiro é um meio.

Qual é a sua definição de riqueza?

12. Foco no resultado:

A incrível sensação de terminar um dever geralmente dura pouco.

A verdadeira satisfação está no processo, no aprendizado e no impacto.

Você se concentra mais nos resultados ou no processo?

O desapego é a chave para viver em paz, pois amor verdadeiro e liberdade florescem apenas onde não há amarras.

Se você gostou desse texto:

Dropa um like, comentário, salva e compartilha 💕🙏",1308,30,"2024-01-21T09:30:00,000",mpizzato,Autoconhecimento
https://instagram.fstu2-1.fna.fbcdn.net/v/t39.30808-6/472543767_18476444341008525_4887744398832079793_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2AGbaMk9nXzwJ2r4YPKgLcGajSxZ4v1yLh-Hg60JDAOZuVr9K7JM78Vxz8KK3b6R-mc&_nc_ohc=8NkUSiDDu2sQ7kNvgGGp9jT&_nc_gid=72b801442e54498892b8cd86c6afbc94&edm=ANTKIIoAAAAA&ccb=7-5&oh=00_AYAfOs9nDk4s6086lCLcH7ceAvQ2kgchCWiIKl5CvejbwQ&oe=67B9E7CD&_nc_sid=d885a2,"Em 2024, descubra e explore várias maneiras de apoiar sua evolução pessoal.

A seguir, uma lista com sugestões para te inspirar em todas as áreas da vida:

• Se eduque diariamente para expandir sua visão de mundo

• Escreva todos os dias, cultivando suas ideias e sentimentos

• Pratique meditação para manter a mente clara

• Escolha o ‘não’ mais vezes para preservar sua energia

• Aprimore sua comunicação, sendo claro e assertivo

• Crie conexões que elevem, cercando-se de pessoas positivas

• Dedique-se às paixões, alimentando seu espírito e perseverança

• Valorize quem te apoia e celebra suas conquistas

• Entenda o descanso como essencial para o equilíbrio

• Liberte-se do passado para não limitar seu futuro

• Utilize seu tempo criativamente, explorando novas ideias

• Abandone a comparação, focando em sua jornada única

• Mantenha as emoções sob controle, evitando reações impulsivas

• Afaste-se de ambientes e pessoas tóxicas que drenam sua energia

• Priorize seu autocuidado; você é sua maior prioridade

• Viva para si, não para os outros

• Seja um motivo de orgulho para seus filhos; não para seus pais

• Siga seu coração, ele sabe o caminho

• Aceite que você não precisa agradar a todos

• Pratique gentileza consigo mesmo e com os outros

• Apoie seus amigos, estando presente nos momentos difíceis e importantes

• Não insista onde não há reciprocidade

• Peça ajuda quando necessário, reconhecendo sua força na vulnerabilidade

• Desenvolva resiliência; veja cada obstáculo como uma oportunidade de crescimento

Com essas ações em mente, embarque em 2024 pronto para evoluir de maneira significativa.

Cada passo é uma chance para descobrir sua força e potencial

Pensou em alguém que precisa ler esse texto?

Dropa um like e encaminha!",1545,49,"2024-02-13T19:37:32,000",mpizzato,Autoconhecimento
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/452099717_1243907846579288_1227107191409708457_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2AF0d6oXN872t91-a7zEkm9NC8BtnjgwptUM5VyXg3m4AsFvskfiD7mnWhaVgEBhrx8&_nc_ohc=6xPv6HNji38Q7kNvgFDuED0&_nc_gid=cac3ca41e5c040d1bb14afa3bfc437a7&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBsx2yxeJoU9OlDUy_rQqfHeOougaqzKBMluv_tEhNgRQ&oe=67B9B68F&_nc_sid=d885a2,"Aos 20 anos, eu atraía pessoas problemáticas.

Minha essência era rebelde, com aquela vontade de mudar o mundo.

Talvez, ajudar os outros fosse uma forma de me ajudar.

Hoje, aos 35, entendi que para transformar o que está fora, começamos com o que está dentro.

É um processo difícil, mas à medida que evoluímos, atraímos a energia certa.

Por isso, desapegue, julgue menos e concentre-se nas lições.

Seu eu de 20 anos nunca vai ser o mesmo de 35.

—————

“Antigamente, eu buscava o amor fora.

Agora, encontro ele dentro de mim.”

📸: Varenna, Lago di Como, Itália - Abril, 2023 🇮🇹",9217,118,"2024-07-21T11:50:39,000",mpizzato,Autoconhecimento
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/275611866_2163486857133826_6984414923512434268_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2AHkQ_BEM7tQf5Z5ajF6-bhIFi0mcmBHZSQwqA8bMIdveBycC8Cqdw-dx1yhHeqwQcw&_nc_ohc=B6yr3cQyR9kQ7kNvgECQ4gK&_nc_gid=4cf8724bbc8e4191be23c97404ed5c3c&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBuzt1-SGKYoLZZeHJ87jzR6U1w1lzCHXktNhvWxyliIw&oe=67B9C5E0&_nc_sid=d885a2,"Eu e Alice fomos à praia.

Em um determinado momento, ela quis pular de um píer de pedra na água do mar.

A princípio, ela super achou que eu fosse dizer coisas do tipo:

- Não, Alice.

- É muito arriscado!

E para a sua surpresa, lancei um:

- Partiu!

Porque a minha luta é por autonomia.

Crio a minha filha para ser independente e poderosa.

Andamos até o píer, ela pulou e deu tudo certo.

Eu fiquei na água só para dar segurança.

Pois o papel do líder é estar na base.

Eu não controlo a Alice e não vivo de medo.

E vale enfatizar, o medo deve ser um sentimento muito respeitado.

É uma super ferramenta para calcular risco.

Mas não pode ser uma amarra.

A Alice sabe que o meu desejo é vê-la voar e que sempre pode contar comigo.

Isso cria confiança.

Ela me quer por perto quando precisa voltar para o centro, quando precisa de ajuda ou de amor incondicional.

-

Hoje, a maioria das pessoas mede a vida por tempo.

Medir a vida por tempo é uma receita para sempre estar ansioso e com medo.

Eu to num processo de mudar essa mentalidade.

Quero lutar por uma vida de significância.

""Eu to fazendo as coisas que me fazem sentir vivo?""

Eu não quero que a Alice se preocupe com o tempo.

Sabe por quê?

Porque a vida não é linear.

Espero que ela faça coisas que a façam bem e que a façam crescer.

É sobre se sentir viva, lembrando que eu sempre estou na base.

Se ela cai, eu abafo a queda.

Se ela quer voar, eu sou impulsão.

A minha luta é por um mundo de mais significância, de mais autonomia e de mais propósito.

Obrigado, filha!

Você me faz enxergar a minha melhor natureza.

✊🌷✨

#pegaavisão",5820,171,"2022-03-10T13:13:37,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/276981563_142756008255292_5271381016837015096_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2AEvovP0XMJVAH0beUqRI71g_v9kmQA-WB38TTEqKfTtgzqsDa54OONJu2gYBPnhvo8&_nc_ohc=3eWOBVyIqmUQ7kNvgFTE_mc&_nc_gid=e6dc720c8f8440d7b6f93f339a516732&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYD0ALZJ98FQg4kFUNGGMqjK4uuxslOsgyvPFyMfaHnq2g&oe=67B9BD37&_nc_sid=d885a2,"Aos 25 anos, eu achava que sucesso era:

• Aumentar constantemente o salário
• Ter um título corporativo pomposo
• Bater todas as metas
• Comprar ações da empresa
• Usar um relógio caro
• Dirigir um carro esportivo
• Vestir roupas e acessórios de grife
• Trabalhar mais de 50 horas por semana
• Dizer ""sim"" para tudo
• Ter uma casa maior
• Agradar os outros
• Ser aceito

Mas aos 30 anos, o conceito de sucesso mudou completamente:

• Liberdade para fazer o que eu quero, quando eu quero
• Separar meu tempo do meu dinheiro
• Poder simplesmente não fazer nada
• Caminhar na praia e apreciar a natureza
• Dizer ""não"" para a maioria das coisas
• Jogar futebol e me divertir
• Surfar e aproveitar o mar
• Levar a vida com calma
• Passar mais tempo com minha filha e com quem eu amo
• Brincar com cachorros e gatos
• Ser gentil e empático
• Aceitar e amar a mim mesmo
• Ler e viajar para expandir horizontes
• Ajudar meus amigos a melhorarem sem estresse

E você, como redefine sucesso na sua vida?

🌾🤲💖",7478,219,"2022-03-23T14:48:40,000",mpizzato,Autoconhecimento
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/283702595_1706015203124420_1689892194276128851_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2AHT810_5qq9s9pT1guTnciAaxGnium2TxJxHVUhg1VqimPOeaAjB-AYpiGqf2J6r6E&_nc_ohc=ffMwEIS0KXAQ7kNvgEY3Lth&_nc_gid=7fa1f990cc644c58a28b74b2ec631f4a&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBfRHi8LcZzCY2MEOfJdk_O5wRjTB_KNXspErFnpxOq1g&oe=67B9AE6F&_nc_sid=d885a2,"Hoje, a Alice completa 6 anos.

Tô recebendo muitas fotos, não tá fácil trabalhar 😅

E se o Marcelo de hoje brotasse para o Marcelo de 2016 com uma foto da Alice atual.

Não tornaria a jornada mais fácil?

Vê-la enorme, linda e cheia de amor 💛

Em 2016, eu sabia no fundo que ia dar tudo certo, mas tava morrendo de medo.

Naquela época, eu só tinha fé, foco e coragem.

E quando a Alice nasceu, passei por decisões importantes:

- Casar
- Mudar para os EUA
- Morar junto

Sem muita noção, escolhi uma direção e só fui.

Nessa jornada, a vida me ensinou que nenhum grande projeto é construído da noite para o dia.

Muitas pessoas travam porque se apegam ao resultado.

Pensar no resultado intimida.

O segredo é quebrar grandes coisas em pequenas.

Avançar 1% todo dia.

O caminho, a gente faz no caminhar.

Quando virei pai eu não tinha ideia do amanhã.

Acho que por isso, cheguei nesse papo de rede de apoio 💫

Porque realizei que o autocuidado deve ser comunitário.

Um exemplo?

Quando a Alice tá com os meus amigos, ela me conhece um pouco melhor.

Assim como eles me conhecem um pouco mais quando tão com ela.

Ela é a soma das pessoas que a criam.

Hoje, o seu aniversário reflete em parte as pessoas que escolhi ter por perto.

Pessoas especiais que me ajudam, que contam comigo e que torcem por mim.

E essa é a minha luta ✊

Por um 🌎 de mais autonomia e significância.

Alice, obrigado por me fazer enxergar a minha melhor natureza.

Papai te ama :)

💖",8405,203,"2022-05-25T12:34:51,000",mpizzato,Familia
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/118832498_1301447113529711_4460774408382747239_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2AGcWDAejYdieRO7HeQUwJv9xZYYcUs_wSD9YtmezdJJsLVgO8v0AytXwZ8wiPqWYKg&_nc_ohc=nNyoE2VzjZQQ7kNvgHVjUFm&_nc_gid=7a897c2739344b818cd5b9fb77092715&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYCG8B0gYgNcij1M5A8er3aB-38BfYlW0LMRFQbeRVn6Nw&oe=67B9C02B&_nc_sid=d885a2,"Pensa em alguém que podemos ajudar?

Manda direct para @gobrasa

Uma mistura de honra e gratidão estar do lado de líderes tão bacanas 💎

É sobre escutar e aprender, buscar afinidades levantar todos em volta.

Que jornada, meus amigos 🚀✨",189,13,"2020-09-07T16:10:37,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/119636109_123942672511202_730585378591580718_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2AHGe8QzeQaofQ1ra1-vCdpGg0avwJg90paxY5cDrP4PBqFzHxsZqp2CqL6dltpqGNw&_nc_ohc=e501YFrJ2PsQ7kNvgFK2umS&_nc_gid=8bdd4bcc8396420191bcfd300fe6c0c3&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYB-LfMP3-Ty8-atN17xmvAXRfeUbKzs4heHFJ-42Fem4g&oe=67B9AD90&_nc_sid=d885a2,"Muito feliz que a @braziluscham topou e me deu todo suporte para levantar um evento tão importante. Como liderar projetos e negócios a partir de agora? Convidei uma turma pesada para me ajudar a responder ☺️

Quando se faz pela e para a comunidade é bonito demais ver a energia que se gera. Precisamos pensar cada vez mais no legado que estamos construindo.",176,20,"2020-09-16T15:18:00,000",mpizzato,Vida Profissional
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/290028544_136313829027150_587104735667559828_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2AEHBNPzYIzdRCOec6ueG_XdGAreKqgqd9Ut0zVojQ43INsZxvdA6O1xPSPNmTwMmmE&_nc_ohc=_vQfDVb1e-IQ7kNvgGQSDdo&_nc_gid=5e1ab2b0a6464c28856d824761e92352&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYDKcolG2pApr28CIzRDNgU9VoF_kB0wcenLm-x5KdpWJg&oe=67B9DF32&_nc_sid=d885a2,"Um papo sobre ações afirmativas e terapia comunitária.

Parei de procrastinar e resolvi usar o Reels.

Vamos ver se o Instagram e vocês me ajudam com o alcance 🌊🌞✊",617,44,"2022-06-25T18:06:52,000",mpizzato,Redes Sociais
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/119708493_777202836399006_1562638691821431277_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2AH7mRGcftV62wHo2MnqJgK9NxEF1Pz7WJmv5pY_sUxgZAADXS0GPXCFIBHx1qe93nA&_nc_ohc=LgvXdIPiUY0Q7kNvgH2Qv3C&_nc_gid=0b9f4d9cd8594678a11f3cc6f0380254&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYDkmbxwa-7FU810PkJz2R6jPjyzYL3Bq14ezDhbjtY0SQ&oe=67B9D0B0&_nc_sid=d885a2,"Para minha surpresa, depois do eventasso da @braziluscham de ontem, hoje, o JPMorgan coloca em foco os novos líderes latinos e diversos do 🏦 e eu fui um dos selecionados 💖

Desde que entrei na instituição, tentei deixar o medo de lado e engajar com todos. Todos os dias eu pergunto a algum colega novo como eu posso ajudar e como poderíamos trabalhar juntos no futuro.

A idéia é conectar sempre com empatia e um sentimento genuíno e autêntico por trás. As pessoas cheiram fake news de longe e ao mesmo tempo, nunca estiveram tão abertas para novas amizades, desde que exista um alinhamento de valores e de afinidades.

Virar pai e me mudar para os EUA me deran enormes cicatrizes, mas me fizeram crescer, evoluir e pensar muito mais nos outros.

A vida é louca!

Qual será a próxima surpresa?",455,60,"2020-09-18T14:56:25,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/304852279_655089349220204_576775156549425212_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2AG7e6lf6JtxmuJu74z-TGsCDjSLvnJI3O9n70RT7GgTBSgeQ2gB6FcxdQ0p4fgO9LA&_nc_ohc=XVjPQDqy1iwQ7kNvgHNiXKB&_nc_gid=cb2dbea03a9e41109a6b40e48c54ea00&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYBK9AIAK5qXMpmkADS9byfoy_u6yjIXToSMXgY283wrIg&oe=67B9C875&_nc_sid=d885a2,Sempre juntos 💐🌺🌾💖,381,41,"2022-09-05T19:04:06,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/309162727_423542643158233_626380263800534441_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2AHNjwXncmTgqvgENhF_abGavJVgVVlyQOTuaOlitnJEkTqrh1hwyngyoAGxoNghpf0&_nc_ohc=GVoHU6N30NYQ7kNvgG5sSip&_nc_gid=8c701b644a834fe89512b2336ca60d23&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYD_MzrbBUOPLm5qpeENbmxGh0XkC7s2r6oLrxFbrb3p2w&oe=67B9D0B6&_nc_sid=d885a2,A nova geração mostra como é fazer as coisas como uma menina ✊✨💖,831,60,"2022-09-28T20:34:20,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/310062975_641115967369384_3369739297263436169_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2AFN0i1BicFdZeCgXXcZ1NZaaetQ7hNMh0-iAZeC3MlHuu5rB8QNNA4fHWJ99lLJSEU&_nc_ohc=WcTxn1RmtkQQ7kNvgFQwVix&_nc_gid=fd0594249e2546a886b1aa4a1787581f&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYAhqW03FlIscJpQIJNjy09HhQ0yLF0qoe_hptE-Z5nSYw&oe=67B9BE9A&_nc_sid=d885a2,"5 itens p construir uma comunicação empática e inclusiva:

1. Reconhecer a atenção e o tempo do outro

2. Buscar a confirmação do pedido

3. Responder a pergunta

4. Dar um passo atrás e abrir para discussão

5. Apreciar o outro",285,78,"2022-10-03T22:01:18,000",mpizzato,Relacionamento Interpessoal
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/312105403_428593819246404_5877355887302646569_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2AHg1vKRiP8MZxHLpE-QACfCO6JxZxMtrV7YFRpyCe7MnqvZJYijL6KlpBTT3xl42is&_nc_ohc=novbX7iNchsQ7kNvgECKGHA&_nc_gid=7ab16a814680413eb9e6598a85375a07&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYC1dIuU-hchqzMzq_nAJqWWhnCDjymGJI5X5leXLVgjmA&oe=67B9D668&_nc_sid=d885a2,"Rede 💕

Habilidades técnicas (hard skills) te fazem ser contratado.

Mas as habilidades comportamentais (soft skills) fazem com que você seja promovido.

Aqui vão 5 habilidades comportamentais para acelerar a sua carreira:

1. Comunicação

• Ouça sem interromper
• Fale com um tom positivo e acolhedor
• Preste atenção na linguagem corporal de todos ao redor

2. Persuasão

• Identifique com o que as outras pessoas se importam
• Crie histórias que ressoem com elas
• Comunique essas histórias com brevidade e emoção

3. Negociação

• Ouça com atenção
• Entenda o que o outro lado quer
• Saiba o seu valor
• Em seguida, proponha soluções que beneficiem ambos os lados

4. Relacionamento

• Ajude os outros incondicionalmente
• Procure interesses comuns, afinidade
• Sempre gere valor antes de pedir algo em troca

5. Empatia

• Tenha um interesse genuíno em outras pessoas
• Olhe para as coisas da perspectiva delas
• Reconheça seus sentimentos
• Nunca julgue e seja sempre solidário
• Seja generoso com seu tempo e atenção

Gostou?

Encaminha para alguém 💕

#pegaavisão #autoconhecimento #autocuidado #skills #carreira #marketing #personalbranding #storytelling
#relacionamento #comunicação #vendas #softskills",700,114,"2022-10-21T17:05:29,000",mpizzato,Vida Profissional
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.2885-15/317424842_208303814971601_5174905730935165305_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2AFfAjYu7YDAnOPh18MEk6dkbuvssYaab4OYgcwzWHOcljC3GRBjxJE-gAUwyZ6YvxQ&_nc_ohc=uqjVI6Okbk4Q7kNvgGrkSsl&_nc_gid=e0519b91daa346abba83ff514227eb56&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYC8-ROqjj515fm4xd2DZC4S0O6S_QsoRAZxsVXD2TGSSQ&oe=67B9D5AE&_nc_sid=d885a2,"Quatro conselhos que eu ia amar receber com 18 anos.

1. Entre em contato com quem te inspira

Já pensou em escrever para todos os autores dos livros que você leu?

Com o conteúdo fresco na cabeça voce teria tanto o que falar.

De dez autores, basta um responder para você ter uma conversa virtuosa.

Conecte com quem tem o que você quer.

Agora, tem que ser genuíno e autêntico.

2. Se você acha o seu trabalho ou a sua escola desinteressantes, encontre maneiras de se envolver em projetos interessantes

Faça cursos e leia livros sobre tópicos que você ama.

Encontre comunidades on-line, siga criadores que compartilham mensagens que ressoam com a sua jornada.

Conecte por afinidade.

Explore, é assim que você descobre o que quer ou não fazer!

3. Adquira o hábito de ter um projeto paralelo

Escolhe algo que te interessa e encontre maneiras de aplicá-lo no mundo real.

Crie um Instagram para suas fotos, um site, um canal no Youtube, compartilhe as suas músicas, ou ofereça o seu serviço.

Essas atividades ajudam muito no currículo e podem te trazer uma renda complementar.

4. Entenda que a falha faz parte do processo

Nenhuma pessoa bem-sucedida acertou de primeira.

Quanto mais cedo você começar a explorar, falhar e aprender, mais rápido você acelera a sua curva de aprendizado.

Vale lembrar:

Se não fossem os desafios e os obstáculos, a gente nunca saberia o quão forte é!

Gostou do Reels e acha que ele pode ajudar alguém?

Salva e compartilha 💕",431,29,"2022-11-28T19:56:41,000",mpizzato,Vida Profissional
https://instagram.fstu2-1.fna.fbcdn.net/v/t51.29350-15/317405423_124789393770951_7489809476402253301_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fstu2-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2AEF8msKBvAwgT3umTy6oWlAzykZ6zud7UOD2z-HLQBgOBiWY2MNyt0nLUnXjWwuB94&_nc_ohc=TB4uyIAJ0ZgQ7kNvgEY0Yej&_nc_gid=76fbf7b0dcab4d0f96b2f471cd41afc6&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AYA_8KSZJ1VyOeh_8O1M52ityDQHBwRTPDWwzGULsLojdQ&oe=67B9C0B5&_nc_sid=d885a2,"Muitas pessoas são péssimas em estabelecer regras com os outros.

Se um amigo te desrespeita, sem problemas.

Se alguém expressa interesse e depois não retorna as suas ligações, tudo bem.

Se uma ficante some, você continua persistindo.

Você não consegue desapegar.

Insiste em continuar esperando o melhor dos outros.

Mesmo que as suas ações indiquem o contrário.

Você tem medo de perder um negócio ou uma amizade.

O problema?

Quando você não estabelece regras, inconscientemente, você ensina os outros a como te tratar.

Muitas pessoas se metem em situações tóxicas por não conseguirem estabelecer limites.

Por isso, defina as regras que te fazem sentir-se bem e confortável.

Se alguém quebra essas regras, não force a barra, deixe estar.

Às vezes, você tem que seguir em frente.

Não porque você quer, mas porque o outro indica.

Eu sei que seguir em frente pode não ser fácil.

É mais fácil seguir em frente aos trinta e poucos anos do que aos vinte.

Seguir em frente significa perder algumas relações ou algumas vendas.

E tá tudo bem 👍

Você não é para todo mundo.

Lembre-se:

São necessárias ao menos duas pessoas para fechar um negócio ou começar uma relação.

A gente não cria motivação.

A gente se alinha à ela.

Não invista tempo, atenção e energia em pessoas que não investem de volta.

Nada menos que isso.

Você é sempre o prêmio 🥇

Gostou do texto e acha que ele pode ajudar alguém?

Salva e encaminha 💕",3058,55,"2022-11-30T21:07:22,000",projeto_catarse_,Relacionamento Interpessoal
